,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
2790,120.564668,6.631057000000001,169.634489,200.0,2.111255,17.013682,6.2,27.5,65.55623098,11.10089001,6.280645022000001,1.223132951,0.354009958,0.153121976,2.51487294,3.682295026,0.020149975,6.635534045,5.295156036,0.721290993,0.684132028,10.566855,7294,21.219382,11.458466,50.0,27.0,1,0.2501776864491277,0.7107320493063176
44,108.21202,5.5729190000000015,151.875572,200.0,1.936289,24.771659,8.8,24.299999,58.31329694,8.586649044,5.267752958,1.480512008,0.172357967,0.26963396300000003,2.558426961,3.573062003,0.03914299,5.59191697,4.774378963,0.188674963,0.180206015,13.42647096,4387,16.836560000000002,11.768922,44.201314,30.897155,0,0.25080157064363184,0.7125044440984887
756,113.253031,5.775905000000002,158.894004,200.0,2.010941,21.353426,8.0,24.5,59.14287305,11.04908696,6.518841993,1.3767859930000002,0.276117055,0.11291297,1.7659250430000002,3.360940054,0.05910895,5.795349959,4.610084972,0.209533028,0.20067003100000005,12.77036995,5138,17.548603,13.900949,44.02,34.869999,0,0.2508909524364431,0.7127583681508839
1349,103.203672,5.3665910000000006,144.897956,200.0,1.821978,19.69066,7.8,22.299999,52.81166804,9.953716039,5.92701401,1.494614956,0.353922987,0.08547204,1.329953965,3.976059049,0.017626975,5.359849015,4.464754992,0.190060997,0.182020958,11.30204105,5780,14.491117,12.547586,39.889999,34.540001000000004,1,0.2507122598748046,0.7122507097339593
1269,114.9573,6.207694,170.89552,200.0,2.136917,24.747174,7.2,23.07,58.40890497,11.66704796,5.867795993,1.407073994,0.202891046,0.228758992,0.0,0.029175983,0.0,6.207693965,5.1710090410000005,0.0,0.0,12.30447695,5689,28.863598,9.866536,58.040001,19.84,1,0.2909995885205183,0.6726759133299691
1900,112.741049,6.538981,158.96488,200.0,2.006275,17.430101999999998,7.8,25.700001,60.90178603,9.459048037,6.159912052999999,1.092949967,0.039533992,0.132266052,0.962589991,0.559234944,0.115280963,6.549572996,5.200361011,0.347037955,0.332357972,12.44526897,6371,19.981321,10.595855,50.349998,26.700001,1,0.2496453933724229,0.7092198540960746
1037,116.500233,5.825012,163.333328,200.0,2.057599,20.832532,7.6,29.1,63.309297,9.532059039,5.584169963,1.403512009,0.32416795600000003,0.202577045,1.547819994,3.834556014,0.029190059,5.8397030370000005,4.645367034,0.203873986,0.195250049,12.45947897,5440,22.160769,9.69431,54.040001,23.639999,0,0.2510699041165683,0.7132667559434044
1676,118.675647,6.467823,166.917299,200.0,2.071596,12.373587,6.4,29.0,64.56007798,9.626133976,5.816101019,1.010135999,0.31011699800000003,0.159628999,0.5964560170000001,1.127231956,0.176052054,6.454900968,5.5253950110000005,0.333488999,0.333488999,10.68270701,6136,20.193469,11.872122,48.34,28.42,1,0.2502666245515991,0.7109847074628257
521,111.384929,5.680631,156.273057,200.0,1.975948,20.053217,7.8,26.1,59.578038,9.908556985,5.75252095,1.126582043,0.122905043,0.09542703,2.07760203,2.520966989,0.052324042,5.705067965,4.53826804,0.206269005,0.197544014,12.25714301,4901,17.753154000000006,11.989652,45.279999,30.58,0,0.25089095172688664,0.7127583675540435
564,112.901664,6.266042,158.90909399999995,200.0,2.038936,16.170818,9.5,33.599998,61.67100302,9.006049014,5.524146048,1.291463006,0.14718004699999998,0.090061974,2.096697029,2.487124051,0.049758057,6.286766975,5.000997009,0.20887095100000005,0.200034949,15.16529703,4945,17.239814000000006,12.625839,43.380001,31.77,0,0.2500888149296226,0.7104795651279721
1942,115.481963,6.46699,162.598605,200.0,2.043601,18.441403,7.75,26.200001,61.99621696,10.07345103,6.0046049460000015,1.046293966,0.057126992,0.141817022,0.939703981,0.206698968,0.113595978,6.45350005,5.124079022,0.354160039,0.339178996,12.60139201,6412,21.137819,10.438831,52.0,25.68,1,0.25000000461258576,0.7102272679399678
2441,123.540755,7.721297,174.748399,250.0,2.2278990000000003,15.585961,9.3,30.4,68.66707299,11.10087595,7.188366,1.118474946,0.392041964,0.058970024,0.641008982,0.695614979,0.149069031,7.721296992,6.101369037,0.0,0.0,16.25160104,6940,25.161201,11.545625,57.860001,26.549999,1,0.24885118976111475,0.7069635871170413
1719,116.192051,6.0419870000000016,163.13364099999995,200.0,2.064597,16.954193,8.8,25.200001,61.62646599,10.37107603,5.765679985,1.047001024,0.195960016,0.09366602,0.413374031,1.32949398,0.030989007,6.01775802,5.151201034,0.213389965,0.204363983,14.31617602,6182,20.64203,11.198311,50.470001,27.379999,1,0.25071225499098626,0.7122507061556973
1242,112.776554,5.751604,158.225506,200.0,1.996944,18.143962,7.9,28.9,60.55778495,9.226504011,5.657288972000001,1.503671004,0.460494019,0.223480984,1.4684140490000002,0.387345959,0.020597019,5.7603449620000005,4.798367988,0.208268047,0.199457995,12.53456903,5661,18.598207,11.944932,46.849998,30.09,1,0.25089095306795856,0.7127583715864371
2477,124.345147,6.838983,174.953623,200.0,2.199904,14.634147,7.8,28.700001,67.27016203,11.19185902,6.551453047000001,0.959857999,0.12597994199999998,0.129121047,0.973662046,2.121088021,0.160027958,6.824707045,5.379233947,0.381341009,0.365210002,13.64638304,6978,24.042583,10.784803,54.93,24.639999,1,0.25017768851805944,0.7107320492585627
1064,116.23606399999998,5.811803,162.962963,200.0,2.0529330000000003,22.297327,7.6,27.0,63.16574003,9.510444965,5.571507997,1.40032902,0.323433011,0.202118048,1.544310962,3.825861011,0.029123988,5.82646105,4.634833013,0.203412049,0.194806958,12.43122698,5474,20.743954,10.858867,50.700001,26.540001,0,0.251069907215666,0.7132667562015301
418,115.12145,5.7560720000000005,161.400274,200.0,2.043601,20.216919,8.2,25.5,62.03101299,9.51420895,5.6786870239999985,1.313841055,0.154124012,0.100284983,2.16882796,2.7870299860000003,0.07778396,5.768429047000001,4.9250849930000005,0.201637054,0.175610032,13.27763401,4783,18.119748,12.562053,44.715,31.0,0,0.2510699021489889,0.7132667569077361
1214,123.41293600000002,6.849417999999999,173.703709,210.0,2.18824,14.396192999999998,7.5,28.5,68.27280902,10.10851004,5.740749965,1.271591059,0.387211051,0.380371049,0.277063022,1.004771971,0.079890059,6.864052047,5.460216038,0.456100977,0.436808059,13.08837302,5631,21.298427,12.971589,49.028,29.860001,1,0.2500888164685073,0.7104795672497702
2941,122.29863600000002,6.848724000000002,172.196481,205.0,2.167244,17.07317,7.3,29.0,66.28816395,10.71433498,6.259246052000001,1.459691944,0.182530947,0.160488985,0.369329939,4.277673004,0.221083968,6.873082964,5.48472094,0.369315976,0.35041495799999994,12.64063401,7542,21.094069,13.345228,49.0,31.0,1,0.2500000043554897,0.7102272664910034
248,119.272215,5.844339,167.100375,200.0,2.097258,23.959991,7.0,23.799999,67.66449803,8.285268015,5.169292023,1.159110965,0.223163004,0.053833948,1.295807043,0.916981017,0.097510004,5.870731994,5.0124309999999985,0.209401942,0.182372014,11.76261704,4605,19.946512,12.095538,47.509998,28.809999,0,0.2512491129957069,0.7137758667507478
1878,115.378579,6.345822,162.33766200000005,200.0,2.041269,14.693635,7.4,26.799999,62.53427495,9.916690022000001,5.871498043,0.940951972,0.061611056,0.140583019,0.962005027,0.564580988,0.120129984,6.356160001,5.046790992,0.355160046,0.340137001,12.05772803,6349,20.798051,11.392019,51.209999,28.049999,1,0.2501776882803696,0.7107320481183226
2517,129.623866,7.388560000000001,169.41839199999995,400.0,2.106589,15.288518,6.6,34.099998,69.126297,11.70569896,7.753226001,1.4602310019999998,0.15467495,0.116972955,0.293326019,0.799774,0.273895057,7.388560039,5.896071004,0.0,0.0,11.181614,7019,16.202983,8.749611,50.0,27.0,1,0.1912777332935612,0.7651109449793385
573,104.141919,5.311238,146.111114,200.0,1.840641,12.402451,7.6,29.299999,56.877192,8.542144986,5.644867947000001,1.062207012,0.130983988,0.081388976,1.966706025,7.649258041,0.039593994,5.324280957,4.2353589760000006,0.192502001,0.184358995,11.14572495,4954,9.989293,17.595819,27.25,48.0,0,0.2508909554956922,0.7127583668960323
1013,124.79587,5.902845,174.626863,220.0,2.183574,20.87205,7.2,25.4,69.18213602,10.03489403,6.0132500360000005,1.146124958,0.31238994600000003,0.184577995,0.239226027,4.33921505,0.040249037,5.895405034,4.6896760230000005,0.229824047,0.220103061,12.57313394,5416,22.1925,12.137347,50.52,27.629999,0,0.2515543556434385,0.7146430271727437
311,110.317462,5.295238,154.444447,200.0,1.945621,20.271193,7.5,27.5,59.41625500000001,9.210942995,5.587822022999999,1.269854946,0.172624014,0.089867965,2.074503027,3.144800994,0.023831988,5.31408897,4.537168952,0.193495947,0.168520022,11.63720995,4675,15.577059,12.727805,40.114236,32.776801,0,0.2514285800123328,0.7142857133607401
2588,121.351927,6.722897,170.790703,200.0,2.141582,17.132659,7.0,27.9,66.22567506,11.39490298,9.410841004,2.48748197,0.331613962,0.20859099600000006,1.7380449619999998,3.546575959,0.020339955,6.74021697,5.37869302,0.373901044,0.358083989,12.01121499,7090,22.686831,11.251363,53.111,26.34,1,0.2501065880617635,0.7105300515098881
2310,110.455596,6.627336,155.963303,200.0,1.982947,13.02796,9.0,25.1,60.86647995,10.017722,6.450190984,1.092643988,0.379413989,0.064444988,0.424651954,0.752776966,0.157324955,6.627335989,5.236920993,0.0,0.0,14.03669697,6790,19.440185,10.4977,50.0,27.0,1,0.24929179013347774,0.7082152908751875
2885,116.556928,6.527188,164.112155,200.0,2.048267,16.597264000000006,7.0,34.799999,62.73973097,9.483761024,5.56021603,1.273248978,0.160568035,0.155511963,0.350034058,3.473987057,0.263137965,6.513984047,5.198158969,0.349896958,0.331982948,11.48785099,7430,16.181458,15.237814000000002,39.439999,37.139999,1,0.25000000761674235,0.7102272711000596
1978,121.133466,5.087606,168.860053,200.0,2.125252,19.988102,7.4,24.700001,63.78560902,12.21751296,6.56121904,1.47492103,0.234580973,0.101587049,1.994865018,4.441069046,0.628150025,5.1051229760000005,4.233168012,0.204723011,0.204723011,12.55381706,6447,22.099785,11.37608,51.830002,26.68,1,0.2525107640467222,0.7173601088470581
2525,84.84324000000002,6.702616,125.483152,160.0,1.628349,31.707317,11.25,17.700001,33.67896502,9.230418022,7.975857992999999,1.691248011,0.001942587,0.016484997,0.093752002,0.013999032,0.331058016,6.702616019,5.283002004,0.0,0.0,14.11685505,7027,23.494791,5.334943,69.230003,15.72,1,0.2704530087035111,0.6761325217587777
872,128.984327,4.127498,161.488378,200.0,2.024939,21.224401,7.5,26.9,56.54048195,22.17036496,7.46205795,1.908739963,0.6729370640000001,0.188484063,0.0,3.172555027,1.812150013,4.127498,3.134422022,0.0,0.0,12.111628,5274,13.410758,9.060633,47.259998,31.93,0,0.1757188495632794,0.7987220417806166
1626,121.430595,6.435822,170.60998700000005,240.0,2.153247,14.15824,8.2,31.799999,65.41707698,10.382602,5.972695967999999,0.941562965,0.242767949,0.101270943,1.30975002,0.87547598,0.17510202600000002,6.435822044,5.509062967999999,0.0,0.0,13.99001894,6080,20.693873,12.340069,48.414001,28.870001,1,0.25053381546767245,0.7117437679659396
2422,85.240749,7.1602229999999984,126.497272,160.0,1.626016,28.792385,10.2,18.799999,33.92736996,10.18540004,8.534218996,1.101720022,1.804665984,0.046268999000000005,6.037091,0.158463029,0.156110033,7.160223021,5.643687961,0.0,0.0,12.90272201,6917,23.025231,5.598612,67.529999,16.42,1,0.26954178110655225,0.6738544448610717
760,113.414667,5.750124,159.086755,200.0,2.031937,21.609164,9.0,26.200001,59.45980195,10.95392106,6.458614034,1.381066945,0.278893,0.113268952,1.767133053,3.363206975,0.059267978,5.7692369810000015,4.589312981,0.209823059,0.200948043,14.38348603,5142,18.811229,12.343871,47.119999,30.92,0,0.2509446119508817,0.7129108076910613
2475,114.820079,6.429924,161.666672,200.0,2.036603,15.110053,8.0,26.9,61.61110696,10.30188399,6.032991947999999,1.098846019,0.252832991,0.133044034,1.635436977,1.129767962,0.155284967,6.416511999,5.057495021,0.35213005,0.337235019,12.93333406,6976,21.113669,10.698292,52.240002,26.469999,1,0.2500000061855668,0.7102272693533273
2959,120.579629,6.752459,169.776119,200.0,2.122919,17.668055,7.2,27.799999,66.13087806,10.14374904,5.773015955,1.171278943,0.185749983,0.168334046,0.362116984,3.525179947,0.207837031,6.73885402,5.377605045,0.360613974,0.34208203200000004,12.22388003,7577,21.884143,12.096549,51.560001,28.5,1,0.2500000073626374,0.7102272670044955
2434,122.9238,7.0066570000000015,173.199635,250.0,2.216235,16.71624,9.7,29.1,68.31116005,11.03924602,7.102558985,1.086819949,0.389786941,0.05766104900000001,0.629531949,0.692140964,0.148325022,7.006656971,5.536660032,0.0,0.0,16.80036501,6933,24.39949,10.622583,56.389999,24.549999,1,0.2498225761272534,0.7097232046707258
2897,130.619091,6.857502,183.193274,210.0,2.288554,14.991077,6.6,33.0,70.01256495,12.65013696,7.560786046,1.304895988,0.167039018,0.151365046,0.360575054,3.353987052,0.308286011,6.8778320489999984,5.488510057999999,0.333313063,0.316164029,12.14746697,7460,22.876628,13.463563,50.040001,29.450001,1,0.2495543695561661,0.7130124821067393
1630,119.176785,6.435546,167.56256100000004,210.0,2.108922,13.563355,7.7,30.200001,64.32365803,10.20944005,5.879363955,0.92945695,0.238715055,0.099786043,1.2878280359999998,0.8608219640000001,0.172170957,6.447497004,5.51905805,0.0,0.0,12.92627705,6085,21.025874,11.762845,50.120998,28.040001,1,0.2503556209074651,0.7112375478672709
636,112.504823,5.681494,157.788016,200.0,1.996944,23.356251,7.9,23.5,60.45674495,9.674944991,6.0276519770000005,1.251611057,0.138383058,0.098091031,2.13014995,2.486044972,0.045771955,5.705902015,4.538930981,0.208342036,0.19952899,12.53456897,5018,17.979172,12.074558,45.400002,30.49,0,0.2509803976494641,0.7130124698443512
1177,115.280751,5.764037999999998,161.62361299999995,200.0,2.043601,23.319453,8.4,27.16,61.41226903,9.255638945,5.569852966,1.450475955,0.472838991,0.098714007,1.4652500030000002,0.564889961,0.020467955,5.677986972,4.84786496,2.421714967,2.412857026,13.57638304,5593,19.291174,12.019448,47.540001,29.620001,1,0.25106990399973306,0.7132667613364144
2666,116.997297,7.1368350000000005,153.383456,450.0,1.903629,18.9768,6.4,30.75,60.54162905,9.290510971,7.364229002,2.124762047,0.12864002,0.09134898,5.471650993,0.516165995,0.0,7.1211410210000015,5.682669995,0.34896900000000003,0.33729502,9.816540976,7170,15.753685999999998,6.370503,53.860001,21.780001,1,0.1906941254472712,0.7627765083086927
2425,85.53516,7.013883,126.763108,160.0,1.635348,31.766806,10.6,18.200001,34.04013699,10.21866298,8.553772964,1.100359046,1.810881992,0.046137958,6.057941989,0.151312045,0.144639959,7.013882974,5.52834297,0.0,0.0,13.43688898,6923,22.605232,5.78902,66.07,16.92,1,0.2699055311897212,0.6747638279743031
2347,117.470948,6.460902,165.281625,200.0,2.087926,15.823915,7.8,26.299999,63.06088902,10.64250503,6.232018044,1.21209,0.323150948,0.139309045,0.015310053,1.024123011,0.167613047,6.477320019,5.10542299,0.361929991,0.346620055,12.95176296,6829,20.836151,11.118954,50.389999,26.889999,1,0.25017768914118554,0.7107320490102877
2576,122.457703,6.612716000000002,172.175531,200.0,2.150914,19.036288,6.7,27.299999,66.19637196,11.30005106,6.343609028,1.229591009,0.354941975,0.155140052,2.499038024,3.735700048,0.020483969,6.623639964,5.285665009,0.376960011,0.361013995,11.57900595,7078,22.634494,12.009085,52.509998,27.860001,1,0.25035562689799395,0.7112375509386407
1224,122.94042,7.376425,173.591874,200.0,2.192906,15.110054000000002,7.6,36.0,67.59354599,9.563152955,6.261662967,1.3756510469999998,0.4751960220000001,0.204470022,0.0,3.669302039,0.024288945,7.424412951,6.18453599,0.0,0.0,13.27881005,5642,22.40781,11.12601,51.779999,25.709999,1,0.2492917900062534,0.7082152935338436
2607,125.052378,7.628195,163.943668,400.0,2.036603,25.044617,6.5,24.6,65.283024,14.65450198,7.175417999,1.116129968,0.056869995,0.087272029,0.85877998,0.589772986,0.065141062,7.611420047,6.073912946,0.37299496,0.360518002,10.656338,7109,20.843104,3.720308,66.66999799999999,11.9,1,0.1906941291566076,0.7627765044271182
1535,122.315417,6.971978999999998,172.342424,210.0,2.136917,10.826889,6.2,38.5,66.17074605,10.54320498,6.261386008,1.084237011,0.189482973,0.161218986,0.458601028,0.760789952,0.018352005,6.978543942999999,5.81312695,0.0,0.0,10.69529197,5987,19.792397,13.325532,45.970001,30.950001,1,0.2498225741562043,0.7097232019900103
837,104.981897,5.249095,152.223751,250.0,1.936289,24.278864,8.0,27.0,53.667623,11.823744,9.875379949,0.425107027,0.048186952000000005,0.052593979000000006,0.309341976,17.20427297,0.110744009,5.287249053,4.205901052,0.389972005,0.373476013,12.296296,5238,23.625125,9.16282,56.259998,21.82,0,0.27586206964509763,0.6896551708281056
1079,117.965583,6.193193,165.68266200000005,200.0,2.094925,19.869125,8.4,30.799999,63.09992306,9.746628964,5.888750018,1.44121999,0.370494053,0.144414952,1.4769709640000002,0.590070984,0.021038999,6.185415999,5.152451969,0.217247039,0.208057031,13.91734298,5494,18.644226,13.55755,44.900002,32.650002,1,0.2506230012166269,0.7119971491042315
1301,122.853245,7.248341,173.34593,210.0,2.139249,12.076145,5.4,38.0,67.41044703,9.857304947000001,5.747424025,1.007827004,0.316773019,0.253498005,0.124207036,0.8276749640000001,0.04024704,7.275849023999998,6.060783015,0.0,0.0,9.396204976,5729,20.484845,12.57978,47.369999,29.09,1,0.2494684645898522,0.7087172164930552
1899,113.343843,6.573942999999999,159.81482,200.0,2.013274,16.478286999999998,7.6,25.4,60.93835304,9.489684995,6.106281949,1.15688397,0.039834017,0.137240008,0.960959959,1.476061052,0.129418044,6.584636952,5.228201977,0.348896034,0.334136946,12.19107798,6370,19.948517,11.17117,50.0,28.0,1,0.2496453958400104,0.7092198520762968
603,119.282983,6.321998000000002,167.592593,200.0,2.111255,16.457048999999998,7.4,29.1,64.40715106,11.61777001,4.630180048,0.958851998,0.150474007,0.233235009,0.87101204,0.6848349709999999,0.07430796,6.349336044,5.0507699530000005,0.220899975,0.211556044,12.47113603,4985,19.074972,13.171514000000002,45.43,31.370001,0,0.25053381088268023,0.711743764236645
1791,119.346805,6.385054,167.741935,200.0,2.122919,18.322427,7.4,30.4,65.026421,10.11294195,5.796895007000001,0.985998023,0.244418949,0.12227497,0.479463975,0.6249830129999999,0.116960984,6.436970994,5.5100470370000005,0.369760028,0.354119023,12.54003696,6259,22.030084,10.817595,52.439999,25.75,1,0.2504446905301289,0.7114905703216073
113,112.439864,5.284674,157.303371,200.0,1.959618,13.545709,6.2,29.9,59.93189197,9.699954945,5.808034024,1.168815989,0.107568015,0.12946702699999998,2.679193048,3.717647017,0.047108047,5.308754005,4.53261405,0.197425028,0.17194300199999998,9.807909022,4457,17.770897,12.526701,44.900002,31.65,0,0.2516082951585316,0.7147962773156336
2058,120.374549,4.9955440000000015,167.741935,195.0,2.122919,20.285545000000006,8.0,25.0,63.61494205,12.36969695,6.5254109510000005,1.440454982,0.22080595100000006,0.097767994,1.6616909969999998,1.211139977,0.62607294,5.014450013,4.157981994,0.141729964,0.141729964,13.48148105,6528,22.317249,10.94041,52.669998,25.82,1,0.252601372459427,0.7176175057238966
