,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
2882,122.115208,6.435471,171.535234,210.0,2.143915,15.645449,6.7,29.0,66.10506099,11.06170697,6.29516704,1.19292905,0.194847045,0.166693034,0.349273015,3.605825952,0.056631973,6.449013975,5.146313015,0.378368964,0.362460038,11.54133096,7417,22.859186,11.734783,53.18,27.299999,1,0.25058731665588885,0.7118957729698845
1316,124.284548,7.084219,175.116929,210.0,2.183574,11.302796,6.2,33.299999,68.84437395,9.998637958,5.821081987,1.034332947,0.333406027,0.256540955,0.142561032,0.8361939709999999,0.040901947,7.113084001,5.92519904,0.460211024,0.440742971,10.92881304,5745,21.107614,12.564472,48.248001,28.719999,1,0.2498225742640793,0.7097232044310233
1008,124.800122,5.815686,174.545452,220.0,2.183574,18.750744,6.8,25.200001,68.33525503,10.87475902,6.210694969,1.113876011,0.259410059,0.195002012,0.164800993,4.2739799430000005,0.032411055,5.832825007,4.639895973,0.230799963,0.221036976,11.91910102,5411,22.089387,12.477181,50.283555,28.402646,0,0.2516802557536704,0.7150007093854269
2944,123.018119,6.9505240000000015,173.271022,210.0,2.162578,14.753123,7.0,31.6,66.69874102,10.82878795,6.3306409420000005,1.132241997,0.18865899100000005,0.16021096699999998,0.3718730220000001,3.592573989,0.223378944,6.936441976,5.535280944,0.369943055,0.351037034,12.12897194,7548,21.304771,12.678937,49.200001,29.280001,1,0.2499112575211797,0.7099751451803638
2797,121.254189,6.66898,170.604645,200.0,2.139249,17.192148,7.5,27.1,65.62219794,11.11206094,6.286964963,1.224363989,0.354367007,0.153276043,2.517404031,3.68600096,0.02016997,6.642211046,5.30048394,0.722016945,0.6848210090000001,12.79534802,7301,21.477319,12.941023,50.32,30.32,1,0.2501776900623075,0.7107320495288976
500,115.946611,6.203144,162.962963,200.0,2.0529330000000003,16.356598,7.6,28.200001,63.62445095,10.05320397,5.808277048,0.966867007,0.136978045,0.17631104600000005,0.839008964,0.60738695,0.06921102,6.2183909439999985,4.946604956,0.214322956,0.205255972,12.431227,4880,18.872028,12.280694,46.240002,30.09,0,0.2504446853976262,0.7114905673382976
1714,108.069916,5.727706,151.838233,200.0,1.926958,20.404522,8.3,23.799999,55.02227702,10.65100097,6.301366009,1.548146015,0.368764983,0.104874952,1.453116017,4.202484945,0.032709997000000005,5.746925994,4.919368959,0.199942011,0.191483948,12.660757,6176,18.402535,10.88214,48.376022,28.606637,1,0.2505338098869999,0.711743767460729
2221,117.246194,6.917525,165.434381,200.0,2.087926,17.311125,7.7,27.6,63.65456502,10.26601005,6.033177989,1.051867047,0.165384021,0.150740036,0.8465609829999999,0.7212370020000001,0.17945595399999995,6.935174056,5.466303979,0.361242021,0.345961059,12.79758594,6695,21.270899,10.903709,51.540001,26.42,1,0.24946846447837226,0.7087172164049744
1066,118.287783,5.973533,165.898618,200.0,2.099591,20.298275,8.0,26.200001,64.16561795,9.752945964,5.779481033,1.428450961,0.302626008,0.204173059,1.662394057,4.121081034,0.031261049,5.993641974,4.767822015,0.218848002,0.209591042,13.33333294,5476,20.756194,11.991542,49.849998,28.799999,0,0.2509803969554466,0.7130124676505745
2505,88.23804799999998,6.8384490000000016,130.371716,160.0,1.67734,35.455086,9.8,18.0,35.53017999,8.708156967999999,8.385774042000001,1.33354198,0.00175502,0.015933016,5.438765026,0.011699967,0.369627959,6.869589032,5.4146100389999985,0.0,0.0,12.83460905,7007,22.765416,6.099014,64.5,17.280001000000002,1,0.27072757867204883,0.6768189505153096
1679,116.871122,5.609814,163.619572,200.0,2.06693,22.546103,7.8,27.5,62.13159897,10.47242498,6.013412998,1.346350954,0.309828031,0.093416972,2.198829992,3.340303965,0.134886951,5.628732979,4.654962967,0.21622896100000005,0.207082043,12.82152101,6139,20.527356,11.621665,49.897999,28.25,1,0.2514285760385683,0.7142857090470814
1246,102.342109,5.475303,148.754255,210.0,1.887299,15.288518,8.77,25.75,51.64817697,11.42535405,9.75498905,0.409674061,0.046461955,0.17706393899999998,0.178902975,16.52999596,0.105188953,5.45872299,4.342305014,0.47034994,0.450453032,13.04574897,5665,21.090662,9.636533,51.52,23.540001,1,0.2751977951823966,0.6879944980397367
2210,114.189693,6.6230020000000005,161.007468,200.0,2.013274,15.229029999999998,6.7,29.0,61.99478905,9.997520952,5.869504964,1.021031011,0.16106694800000002,0.146622008,0.82452705,0.70246395,0.17478496899999998,6.640177007,5.233788028999999,0.35183904200000005,0.336955983,10.83805096,6683,19.799944,11.367082,49.259998,28.280001,1,0.24964539533035826,0.7092198543237759
1907,111.899329,6.71396,158.001853,200.0,1.992278,17.192148,7.7,25.6,60.45326502,9.390996992,6.126961985,1.091566954,0.039262023,0.13166102300000002,0.955409024,0.5550639829999999,0.114420945,6.724877972000001,5.339552985,0.344449011,0.329879005,12.21132805,6378,20.222089,10.233149,51.34,25.98,1,0.2492917915336094,0.7082152954244151
2878,122.080536,6.7754699999999985,171.82835500000004,210.0,2.148581,14.812612,6.7,31.0,65.76388404,11.12299597,6.420325999,1.348038029,0.391926053,0.156689033,2.266497989,0.603734036,0.007973041,6.79297497,5.420793987000001,0.377166052,0.361253983,11.56644799,7413,21.808468,12.406118,50.75,28.870001,1,0.2500888168311918,0.7104795713140593
2078,119.517642,6.872264,168.460117,200.0,2.1182540000000003,16.299822,7.3,27.66,64.84630899,10.25849706,6.024951982999999,1.217588007,0.081990957,0.15176594699999998,0.996160002,0.5832120510000001,0.121109004,6.889901044,5.4705809510000005,0.36824595,0.352668009,12.35489401,6548,21.308563,11.056052,50.650002,26.280001,1,0.2497339533487324,0.7094714412432707
2013,122.922028,6.8590490000000015,169.730736,200.0,2.132251,15.288518,7.2,27.0,67.01892495,10.89912701,6.342949054,0.632016037,0.099480965,0.175677959,0.184478948,1.187787967,0.106510997,6.876383992999999,5.459849014,0.3787199470000001,0.362699992,12.277612,6483,22.451709,9.42013,56.200001,23.58,1,0.23537079931121024,0.7242178458473191
1642,118.072113,6.3758940000000015,166.009392,200.0,2.062265,14.51517,7.7,27.700001,62.87146705,9.807299945,5.779869019,1.004151023,0.304277951,0.094929998,1.466578968,0.6720060109999999,0.17185698800000002,6.304853959,5.396955015,0.0,0.0,12.640297,6100,21.06331,11.599783,50.68,27.91,1,0.2503556244576813,0.7112375485358081
556,114.511029,5.954574,160.77348600000005,200.0,2.036603,19.749572,8.1,26.200001,61.88032394,9.950711036,5.813535954,1.3551969519999998,0.181462951,0.100283945,2.150024055,2.578131982,0.076795967,5.974601021000002,4.752674985,0.211860035,0.202898035,13.08288694,4936,17.759654,12.410798,44.060001,30.790001,0,0.2507122536361499,0.7122507065623992
2859,124.471608,6.4227349999999985,174.70835,210.0,2.183574,16.656751999999994,6.65,27.299999,67.41073798,11.27938296,6.407848031,1.211725967,0.198658007,0.169797057,0.350730007,3.677122949,0.057750951,6.439257962999999,5.138528043,0.385849999,0.369626943,11.67257399,7385,22.673749,12.19782,51.75,27.84,1,0.2507837032402859,0.7124536863864835
1338,115.66693,5.7255129999999985,162.107203,200.0,2.045934,22.189173,8.2,25.0,61.91118594,9.570831001,5.796806057,1.422714037,0.368997007,0.085479963,1.5018699780000002,3.667605053,0.032889047000000005,5.718307949,4.763349989,0.213012958,0.204001954,13.29279101,5768,19.490155,12.348787,47.869999,30.33,1,0.25115947500494473,0.7135212245935797
1168,121.15642,6.78476,170.58824099999995,210.0,2.164911,18.024985,8.8,28.379999,66.71726594,9.878529035,5.6135649910000005,1.244650975,0.378394042,0.371796001,0.270738057,0.981835015,0.078066045,6.767782978,5.383635976,0.445688977,0.426836052,15.011765,5584,20.888531,12.495588,48.98,29.299999,1,0.2500000043965516,0.7102272658992951
317,124.093938,5.894462,173.669468,200.0,2.169577,20.673705,6.6,26.299999,70.12993503,9.147601044,5.490269006,1.033613033,0.202095954,0.085216049,1.135774965,3.69765604,0.092780987,5.915675041,5.050803968,0.217667969,0.189571965,11.51594699,4681,20.399059,12.737399,46.700001,29.16,0,0.25151840161104194,0.7145409001886273
620,109.574284,5.588288,153.732722,200.0,1.945621,21.634572,8.5,24.9,59.13961499,8.916107999,5.504774051,1.26149596,0.133343973,0.099082019,2.0670140480000003,2.74924203,0.065194991,5.581646052000001,4.440086999,0.191283048,0.182745974,13.06728096,5002,17.341139000000002,11.991459,44.959999,31.09,0,0.25089095215526075,0.7127583677338388
2235,109.948506,7.256601,155.906982,200.0,1.954952,9.637121,7.5,30.0,59.38827205,10.36542106,5.951217967000001,0.645486036,0.088814034,0.137896993,0.02194405,0.508037034,0.168708998,7.241570956,5.707805962,0.337195004,0.322930964,11.69302399,6709,21.614997,8.413788,55.849998,21.74,1,0.24823695836790685,0.7052186155460313
489,120.73006399999998,6.060649,169.287697,200.0,2.134584,21.723265,7.6,25.1,67.56227701,8.721347003,5.601084959,1.252506944,0.249410056,0.093144031,0.431583005,0.472342025,0.063628037,6.081570035,5.19244395,0.211737048,0.20228694100000005,12.92565105,4869,19.990582,12.523861,47.040001,29.469999,0,0.25103409611627003,0.7131650210824239
507,113.622459,5.794745,159.41231000000005,200.0,2.024939,18.079524,7.6,23.4,63.71894397,10.09629995,5.818391025,0.961908002,0.136120952,0.17989897,0.84848398,0.6149529460000001,0.07042601400000001,5.822008995,4.631291999,1.227899989,1.175959033,12.26170995,4887,18.757706,11.966536,46.900002,29.92,0,0.2508909569154352,0.7127583748080684
2280,112.480279,6.636336,158.709675,200.0,2.008608,18.917312,8.5,26.799999,60.62231105,10.15571895,5.8338739770000005,1.092652981,0.325771947,0.108323992,0.022449039,0.32705601100000004,0.156635002,6.622523028,5.219872005,0.344955948,0.330363954,13.49032198,6757,22.845196,8.516467,57.700001,21.51,1,0.24946846498173475,0.708717215884917
1480,111.026449,5.662349,155.77010900000005,200.0,1.975948,20.939917,8.25,24.1,58.67555502,9.722560953,5.768712992999999,1.5818440480000002,0.400197944,0.104696013,1.910371018,3.14035101,0.020056977,5.681351949,4.73256602,0.20541204,0.19672301600000006,12.910392,5930,18.927079,11.37657,48.43,29.110001,1,0.25089095238419584,0.7127583700926856
249,124.367943,6.156213,174.301673,200.0,2.183574,17.079524,6.8,30.1,70.53775795,9.168203962,5.570665966,0.995320044,0.165448021,0.124064012,0.962270991,4.063644058,0.069547997,6.184082022,5.279968997,0.218349977,0.190165973,11.91910095,4606,19.205196,13.930006,43.869999,31.82,0,0.25115947682269235,0.7135212236316286
900,110.467414,5.302436,154.654381,200.0,1.957285,21.685298,8.0,23.4,58.91850797,9.558153973,5.610619025,1.394020037,0.384087018,0.221551009,1.622936961,3.479680948,0.05733096400000001,5.320273035,4.232170965,0.204379056,0.195734,12.42963,5303,16.794228,13.088533,43.189999,33.66,0,0.25142857737731983,0.7142857078196834
877,131.922954,3.166151,164.112155,200.0,2.048267,20.284739,7.2,26.700001,57.44589202,22.84936399,8.154537005,1.82364797,0.702604977,0.199772029,0.0,3.494810963,1.942352055,3.160243994,2.39988905,0.0,0.0,11.79402997,5279,14.621813,8.048092,50.380001,27.73,0,0.1768488750878934,0.8038585198031188
1828,115.961857,6.285133,163.065564,200.0,2.059932,16.954194,7.5,27.299999,62.84268795,9.850174969,5.167610018,1.042130013,0.225798958,0.098222031,0.571723976,1.07267797,0.138951993,6.3239640360000005,5.4133130010000015,0.215146007,0.20604495,12.32093105,6300,21.070548,10.792432000000002,51.619999,26.440001,1,0.2503200185172144,0.7111363929664513
1658,115.954777,6.609422,163.380282,200.0,2.029604,9.101725,6.5,34.700001,62.92433597,9.383167018,5.470286009,1.111293985,0.346747014,0.072232974,1.507064018,0.6038119710000001,0.156705999,6.609421994,5.657665045,0.0,0.0,10.61971803,6117,20.203961,10.991771,49.5,26.93,1,0.2498225765089572,0.7097232027056974
2257,118.624784,6.93955,167.32025900000005,200.0,2.090259,13.38489,6.6,27.6,64.11200695,10.51565305,6.10869695,1.196181026,0.329639976,0.168272025,0.023787055,1.002581951,0.16260397599999998,6.957581038,5.4839659639999985,0.365506056,0.350044951,11.09493395,6731,21.166078,11.023564,50.689999,26.4,1,0.2495568991439345,0.7089684459548917
1376,117.370139,6.690098,165.374527,200.0,2.060165,19.393218,6.5,22.700001,61.59116201,10.41220994,5.961735995,1.178160984,0.504726955,0.06080696,0.03456995,0.340772991,0.0,6.677281054,5.721903005,0.817227952,0.782658002,10.77962396,5818,23.495436,8.886704,56.869999,21.51,1,0.249822573944535,0.7097232030178384
2303,118.399771,6.867187,166.943678,200.0,2.108922,15.466983,8.3,27.700001,64.164158,10.40257898,5.8991689560000005,1.2009829909999998,0.333725971,0.148085988,0.020487974,0.778387953,0.156334952,6.852881953,5.4014419810000005,0.363109008,0.347749992,13.85632499,6782,20.796684,11.411086,49.900002,27.379999,1,0.2496453923819745,0.7092198543750785
1677,117.434616,5.401992,164.173595,200.0,2.073929,22.129685,7.8,25.9,62.28094198,10.46559903,6.350859032000001,1.347047994,0.309901056,0.093599945,2.203947986,3.383430963,0.134831049,5.420200956,4.482506005,0.217271033,0.208079998,12.86493504,6137,21.032259,11.264329,50.880001,27.25,1,0.25178827326038633,0.7153075742783118
1601,103.012216,5.047599,149.2647,210.0,1.894297,13.920286,8.8,25.299999,54.08116904,10.33731494,9.447793977,0.386337984,0.043757982,0.052789030999999986,0.213960024,17.38849899,0.110732985,5.011966957,4.2902439480000005,1.100202,1.053662945,13.135294,6054,21.484227,10.078715,52.139999,24.459999,1,0.27605244910551524,0.6901311294632958
811,121.798304,5.115529,169.78683700000005,200.0,2.136917,17.850176,7.5,27.5,66.84076797,10.805269,5.356713992,1.209326015,0.208752945,0.155607056,0.25298805,0.883717014,0.577434975,5.131313039,4.0818570360000015,0.112639981,0.107874951,12.781395,5208,21.110668,12.073038,49.240002,28.16,0,0.2525107644239817,0.7173601096061409
1288,114.124201,4.222595,158.518516,200.0,1.996944,22.010708,7.5,27.5,61.01073805,9.645530967000001,5.734346988,1.488730988,0.4570109470000001,0.07431595,1.444690003,1.548539946,0.929514966,4.23684905,3.531031989,0.211147013,0.202215033,11.94418603,5710,18.446853,11.702022,45.919998,29.129999,1,0.25341973299825743,0.7199424009243185
2095,114.642989,6.477329,161.474652,200.0,2.043601,23.676383,8.0,22.33,62.14555598,9.555170995,5.803186957,1.166852011,0.054300958,0.11050298,1.483332982,0.280944968,0.123234012,6.493747011,5.156035043999999,0.353215013,0.33827405,12.97777795,6565,21.375691,9.931202,52.970001,24.610001,1,0.2499112554210676,0.7099751421046567
2806,118.91987,6.540593,167.32025900000005,200.0,2.090259,15.704938,6.6,27.700001,63.66044403,11.31266301,6.472793005,1.189036946,0.33700004100000003,0.139993956,2.322367942,0.602098031,0.086394975,6.557481942000001,5.232871039,0.368243055,0.352743995,11.09493398,7310,17.417861,15.316499,41.610001,36.59,1,0.2501776906764171,0.7107320459024629
1700,117.965738,6.806622999999999,166.296302,200.0,2.094925,14.09875,8.0,30.200001,64.27487401,9.647110997,5.7516210260000005,0.957999947,0.239733984,0.092519943,1.182370995,0.786674966,0.13966805699999998,6.806623012,5.826468977999999,0.0,0.0,13.30370399,6160,21.152295,10.958168,50.939999,26.389999,1,0.24969852306156515,0.7093707832420709
2921,92.877102,8.266062,138.294005,160.0,1.777653,25.520523,10.2,21.200001,35.76076795,9.512630982000001,8.22503802,1.266629967,1.3775719519999998,0.036816014,4.816466966,0.126313028,0.58378799,8.266061949,6.447527985,0.0,0.0,14.10598799,7508,18.57542,10.030727,50.0,27.0,1,0.2686366701145144,0.6715916716708002
621,116.233494,5.869791,163.017476,200.0,2.06693,23.555331,8.0,26.0,62.854244,9.81233798,6.040715992000001,1.216967004,0.152262015,0.08037403900000001,2.285681975,0.356922043,0.067733951,5.9004069989999985,4.693655978,0.215444012,0.206329949,13.12592598,4997,18.5955,12.765228,45.450001,31.200001,0,0.25098039795438865,0.7130124748097559
1268,101.922747,5.19806,147.889905,200.0,1.8803,20.285545000000006,9.0,19.32,51.98757304,11.44856503,9.757567025,0.404443982,0.046267011,0.153243015,0.206275043,16.64941101,0.10599401,5.161416992,4.105803972,1.088576998,1.042528988,13.31009097,5688,22.276235,9.527739,54.639999,23.370001,1,0.2756719534034456,0.6891798801277207
1602,105.912833,5.03086,153.308826,210.0,1.945621,18.9768,8.5,20.700001,55.755298,10.65687999,9.731817981,0.39347095,0.045099063,0.05414702,0.220591019,17.92742594,0.114165059,5.009121972,4.287808042,1.1343010409999998,1.086319002,13.06728094,6055,22.381501,9.608412,52.830002,22.68,1,0.27633851295684697,0.6908462856535083
1117,118.047448,5.312135,164.91228600000005,200.0,2.0832610000000003,22.30815,7.7,27.799999,63.66601294,9.836062004,5.9018340160000005,1.59178497,0.451919979,0.195895042,1.486220013,0.536366016,0.567291991,5.334985004,4.446229973,0.218606993,0.209359969,12.76898798,5532,19.945297,12.465811,48.0,30.0,1,0.2519685100963308,0.7158196084917529
1409,111.074517,5.998024,161.502347,210.0,2.006275,10.886377,6.8,46.599998,58.95325798,9.824508047,6.100787057000001,1.103979965,0.227857021,0.137894015,0.0,9.148418036,0.040233992,5.98117602,4.982318951,0.0,0.0,10.95131099,5852,20.18721,13.153089,45.436187,29.6042,1,0.275103166147796,0.6877579122735596
1001,112.138829,5.831219,157.442917,200.0,2.010941,20.1625,9.0,26.1,59.42781301,9.787524957,5.888975958,1.4954299880000002,0.283093992,0.243536038,1.5950399430000002,3.812049983,0.05807702400000001,5.850609044,4.654042003,0.207462977,0.198687038,14.23486199,5404,19.077238,11.7116,48.330002,29.67,0,0.2507122565570861,0.7122507073468411
258,119.610203,5.836978,167.549974,200.0,2.101923,23.914091,6.9,23.9,67.88766204,8.312412975,5.184905028999999,1.162104056,0.223896024,0.053969043,1.300090011,0.92001199,0.097831962,5.866095012000001,5.008471975,0.210093989,0.18297503,11.63124405,4615,20.478798,11.544586,48.639999,27.42,0,0.2512849867705739,0.7138777771460592
1772,116.854947,6.25174,164.239629,200.0,2.078595,15.823915,7.8,24.5,62.91716798,10.43078796,5.741695029,1.116940051,0.196618004,0.098990016,0.573940054,1.474784997,0.122394028,6.284439002,5.379480056,0.216599048,0.207436957,12.89387696,6239,21.533094,10.978383,52.349998,26.690001,1,0.2504446840902204,0.7114905684547058
2244,112.102943,7.510897,159.074077,200.0,2.003943,13.206425,7.5,30.700001,60.83660899,10.618961,6.102582052000001,0.664591036,0.090986966,0.141444046,0.022477999,0.520401949,0.17281505,7.53021298,5.935314018,0.345402024,0.330790975,11.98604705,6718,22.72515,8.180107000000001,57.59,20.73,1,0.2480620208156229,0.7047216310423728
2397,115.21108,7.258298,163.02367900000004,200.800003,2.087926,11.183819,9.8,29.700001,62.00280398,11.38681801,7.307333014,0.91857399,0.335453025,0.065116009,0.369090996,0.35852505,0.176563976,7.258297983999999,5.735506955,0.0,0.0,15.97632096,6880,22.239979,9.818196,54.84,24.209999,1,0.2487632548152713,0.7067137774506979
1512,114.396679,5.742713,160.407025,200.0,2.022606,21.058893,7.8,24.799999,60.32485803,9.715151982,5.784292988,1.476565053,0.381912044,0.088459972,1.488159012,0.582777039,0.021851052000000003,5.751451976,4.790958982,0.211260056,0.202323987,12.54656698,5964,18.990215,11.842711,47.16,29.41,1,0.251034092802357,0.7131650188013898
817,122.606391,5.026862,170.790703,200.0,2.141582,17.350770999999998,7.0,27.1,68.53516802,10.31254304,4.829028987,1.165020975,0.116520948,0.15768199,0.283294004,0.6066539639999999,0.596615032,5.047152961,4.014908985,0.113495011,0.108694051,12.01121501,5214,21.880828,11.98914,50.700001,27.780001,0,0.25269203909770194,0.7178750883178927
1134,119.165312,6.077431,167.18893400000005,200.0,2.115921,13.682332,7.5,32.599998,65.83382795,9.954591039,5.6507920160000005,1.083618985,0.268316057,0.334137963,0.405997992,1.3499989609999998,0.08324604599999999,6.1262539610000015,4.873312999,0.221496992,0.212127989,12.65581396,5549,16.625792999999998,15.901801,39.63600200000001,37.91,1,0.25089095310578385,0.7127583695222317
2126,116.196442,5.054545,162.152136,200.0,2.038936,22.903034,7.3,25.5,62.47695704,10.83308499,5.762136001,1.39090298,0.265517045,0.098165955,1.837624024,4.458882034,0.738509042,5.069904004,4.1658379760000015,0.262900966,0.262900966,11.89226497,6596,20.450574,11.04331,50.0,27.0,1,0.2522393476210513,0.7165890309332711
666,124.72987,6.111764,174.746549,200.0,2.211569,18.765387,8.0,31.200001,68.52501703,10.58773104,6.213771037000001,1.214501953,0.331313988,0.107736048,1.046148945,3.647813964,0.141670047,6.132329008999998,4.878145019,0.23076705600000005,0.221005003,14.04444498,5048,19.388411,14.949623,44.16,34.049999,0,0.2512491162271823,0.7137758697598086
13,123.809843,6.190492,173.581401,205.0,2.176576,21.773784,6.9,27.4,71.27591695,8.96893704,6.1425789810000015,1.679372955,0.338980975,0.441390942,0.553416015,4.367629946,0.08009997599999999,6.217877037,5.121665021,0.216088963,0.206389061,12.04434102,4346,0.0,0.0,0.0,0.0,0,0.25106990581323857,0.7132667571913421
1124,118.963878,4.9964830000000005,165.835647,200.0,2.094925,21.415823,7.7,27.799999,64.15757001,9.910092947999999,5.925650039,1.5938939840000002,0.455362995,0.19741603,1.497753953,0.5405289560000001,0.571693972,5.017962003,4.1820189910000005,0.220303991,0.21098503,12.84048302,5539,20.100137,12.562586,48.0,30.0,1,0.2525107644679072,0.7173601101577396
1291,116.085299,4.527327,161.474652,200.0,2.043601,23.735872,8.1,24.799999,62.44231397,9.473274999,5.660184953,1.542733035,0.487619003,0.07839096,1.452383054,1.5692289519999998,0.942663036,4.538317032,3.782278976,0.214571947,0.205496028,13.12784403,5717,19.903893,11.821384,48.709999,28.93,1,0.25305535880640884,0.7189072561060543
860,120.985464,5.444346,169.016695,200.0,2.125252,18.425647,7.0,26.9,67.060041,10.00685501,4.71821199,1.159250994,0.116110995,0.167029945,0.269732983,0.588794996,0.588473012,5.4815869710000005,4.36049302,0.112306956,0.10755604,11.91962595,5262,22.315528,11.225903,52.400002,26.360001,0,0.2519685111580249,0.7158196058679291
2945,122.529046,6.922891,172.582162,210.0,2.143915,13.622843,6.0,34.200001,66.74693801,10.83661295,6.3352150589999985,1.133059963,0.188794957,0.160326994,0.372141977,3.595169989,0.223541042,6.941455052999999,5.539280945,0.370209974,0.351289996,10.40377402,7550,22.25951,11.925507,51.610001,27.65,1,0.24991125676128684,0.709975147953008
2255,108.496143,7.486234,159.81482,200.0,2.013274,13.801308,7.5,30.200001,58.88933301,10.28052299,5.919305037000001,0.649827984,0.088088043,0.137273982,0.021756978,0.503697046,0.167267951,7.506055986000002,5.916273044,0.334313975,0.320173017,12.041861,6729,25.514865,8.954968,58.209999,20.43,1,0.2742702084825425,0.6788866201519984
2943,121.742283,6.939310000000001,171.534878,210.0,2.150914,14.693635,7.5,31.9,66.00766699,10.71695099,6.270206946,1.122621026,0.186720952,0.158635,0.370427974,3.555316987,0.221063008,6.925256036,5.526354996,0.366107011,0.347395943,12.86511597,7546,18.216931,15.238629,42.509998,35.560001,1,0.2498225754414796,0.7097232027646296
223,114.643086,5.93278,160.93023300000004,200.0,2.0179400000000003,21.962196,7.0,30.0,61.83687705,9.732232983,8.926412945,2.648831962,0.154505008,0.142086963,2.073677026,3.813304997,0.06275602,5.95404698,4.962102021000001,0.201088005,0.17513199999999998,11.317757,4580,18.050508,12.195089,44.73,30.219999,0,0.2507569040802917,0.7123775555585009
2094,114.169325,6.564736,160.921665,200.0,2.036603,23.378942,8.0,22.75,61.89183705,9.516988027,5.785858025,1.165488968,0.054087949,0.110241028,1.4772060530000002,0.27978395,0.122725024,6.581385997000001,5.225619988,0.351756054,0.336877001,12.93333404,6564,21.158774,10.17952,52.650002,25.33,1,0.2497339559592551,0.7094714375469581
988,129.28552,3.2838519999999995,161.012187,200.0,2.003943,22.11177,6.6,25.6,55.60568199,22.61708001,7.539923022000001,2.046921029,0.650001993,0.350732992,0.0,3.057197946,1.750118009,3.286933028,2.496096939,0.0,0.0,10.636773,5390,14.101948000000002,7.412197,49.580002,26.059999,0,0.17665006935158267,0.8029548719812121
484,116.510492,5.709014,163.231201,200.0,2.0506,15.982878,7.1,33.200001,62.93190997,9.862171054,5.844400004,1.126921028,0.204711054,0.08502200800000001,1.832791051,2.824173985,0.04006105,5.734162949,4.895829046,0.204529957,0.195401954,11.65434199,4864,17.738846,13.148624,43.25314,32.060669,0,0.2512491101502096,0.7137758669067197
1685,124.309568,7.458574,175.525111,210.0,2.241896,10.350982,9.0,42.0,67.99568699,10.32752303,5.85011999,1.004320953,0.240413991,0.10568402,1.339487984,0.921566978,0.180258976,7.492788046,6.413825945,0.0,0.0,15.86972499,6145,21.992252,11.792504,50.259998,26.950001,1,0.2492917893668217,0.7082152934801448
1407,110.376125,5.960311,160.486886,210.0,1.999277,12.67103,6.8,41.299999,58.74760505,9.790235958,6.079505,1.100128964,0.227062974,0.137412987,0.0,9.116504992000001,0.040093986,5.960310982,4.964939011,0.0,0.0,10.91310898,5850,20.060281,13.070388,45.436187,29.6042,1,0.2751031632578378,0.6877579081445945
1728,107.760722,5.4957970000000005,151.18829399999996,200.0,1.92929,20.939917,9.0,23.299999,54.81027,10.609373,6.265390045,1.535648032,0.367343003,0.104095968,1.4475900030000002,4.1865039930000005,0.032585978,5.509031022,4.715729981,0.199180951,0.190756008,13.65688004,6191,18.852093,10.226406,49.700001,26.959999,1,0.2508909519145709,0.7127583700362411
1860,112.22837,6.677588,158.410346,200.0,1.999277,17.132659,7.8,27.299999,61.27677396,9.210546031,5.82468898,0.877617951,0.223770953,0.108062004,0.15131801,1.071899017,0.545370055,6.693990961,5.315028969,0.207449038,0.198673984,12.40185501,6331,20.593638,9.639071,52.130001,24.4,1,0.2493800941511737,0.7084661629361001
1090,117.410847,6.269739,165.009205,200.0,2.090259,17.668055,8.6,30.4,62.80535699,9.70166901,5.867237032,1.437894016,0.368757971,0.143904955,1.470026963,0.587296948,0.020940011,6.261871034,5.216138947,0.216224963,0.207079034,14.19079205,5505,18.643341,13.452465,45.110001,32.549999,1,0.2504625060159523,0.7115411955351219
369,108.365669,5.526649,152.037034,200.0,1.915293,18.677355,8.0,27.75,58.07965599,8.87461004,5.562844952000001,1.269483037,0.130581025,0.089332977,2.010780002,3.045423004,0.055433016,5.520659972000001,4.713539035,0.189192989,0.164771965,12.162963,4734,13.724469,13.28199,35.98,34.82,0,0.250890950687712,0.7127583730684985
947,111.956981,6.829376,158.195215,200.0,2.003943,29.330832,8.6,25.5,59.14658701,7.939410972,4.753386974,2.592233954,0.325853971,0.204992039,0.0,0.018159048,0.0,6.829375957999999,5.432631964,0.0,0.0,13.60478795,5349,22.995068,8.279800999999999,58.349998,21.01,0,0.2491153604108696,0.7077140797210586
1119,117.386488,5.282392,163.988925,200.0,2.071596,22.427127,7.7,26.0,63.30954101,9.78098904,5.86878895,1.582871947,0.449389981,0.194797975,1.4778989830000002,0.533362966,0.564114974,5.305114013,4.421334978,0.21738299100000005,0.208187973,12.69749304,5534,20.362518,11.937361,49.279999,28.889999,1,0.25196850945879423,0.7158196079399873
